,Indicator,Country,Date,value,Year,Month
15909,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-11-03,1.0,2015,11
15910,Cumulative number of confirmed Ebola deaths,Guinea,2015-11-05,2083.0,2015,11
15911,Cumulative number of probable Ebola deaths,Guinea,2015-11-05,453.0,2015,11
15912,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2015-11-05,14104.0,2015,11
15913,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-11-05,2536.0,2015,11
15914,Cumulative number of probable Ebola cases,Guinea,2015-11-05,453.0,2015,11
15915,Cumulative number of confirmed Ebola cases,Sierra Leone,2015-11-05,8704.0,2015,11
15916,Cumulative number of suspected Ebola cases,Liberia,2015-11-05,5636.0,2015,11
15917,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-11-05,3805.0,2015,11
15918,Cumulative number of confirmed Ebola cases,Liberia,2015-11-05,3151.0,2015,11
15919,Cumulative number of suspected Ebola cases,Sierra Leone,2015-11-05,5113.0,2015,11
15920,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-11-05,3955.0,2015,11
15921,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2015-11-05,10666.0,2015,11
15922,Cumulative number of suspected Ebola cases,Guinea,2015-11-05,1.0,2015,11
15923,Cumulative number of probable Ebola cases,Sierra Leone,2015-11-05,287.0,2015,11
15924,Cumulative number of confirmed Ebola cases,Guinea,2015-11-05,3351.0,2015,11
15925,Cumulative number of probable Ebola cases,Liberia,2015-11-05,1879.0,2015,11
15926,Cumulative number of suspected Ebola deaths,Sierra Leone,2015-11-05,158.0,2015,11
15927,Cumulative number of confirmed Ebola deaths,Sierra Leone,2015-11-05,3589.0,2015,11
15928,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-11-05,4806.0,2015,11
15929,Cumulative number of probable Ebola deaths,Sierra Leone,2015-11-05,208.0,2015,11
15930,Cumulative number of confirmed Ebola deaths,Liberia 2,2015-11-05,2.0,2015,11
15931,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia 2,2015-11-05,2.0,2015,11
15932,Cumulative number of confirmed Ebola cases,Liberia 2,2015-11-05,6.0,2015,11
15933,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia 2,2015-11-05,6.0,2015,11
15934,Cumulative number of confirmed Ebola cases,Italy,2015-11-05,1.0,2015,11
15935,Cumulative number of probable Ebola cases,Italy,2015-11-05,0.0,2015,11
15936,Cumulative number of suspected Ebola cases,Italy,2015-11-05,0.0,2015,11
15937,"Cumulative number of confirmed, probable and suspected Ebola deaths",Italy,2015-11-05,0.0,2015,11
15938,"Cumulative number of confirmed, probable and suspected Ebola cases",Italy,2015-11-05,1.0,2015,11
15939,Cumulative number of confirmed Ebola cases,United Kingdom,2015-11-05,1.0,2015,11
15940,Cumulative number of probable Ebola cases,United Kingdom,2015-11-05,0.0,2015,11
15941,Cumulative number of suspected Ebola cases,United Kingdom,2015-11-05,0.0,2015,11
15942,"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-11-05,0.0,2015,11
15943,"Cumulative number of confirmed, probable and suspected Ebola cases",United Kingdom,2015-11-05,1.0,2015,11
15944,Cumulative number of confirmed Ebola cases,Mali,2015-11-05,7.0,2015,11
15945,Cumulative number of probable Ebola cases,Mali,2015-11-05,1.0,2015,11
15946,Cumulative number of suspected Ebola cases,Mali,2015-11-05,0.0,2015,11
15947,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-11-05,6.0,2015,11
15948,"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-11-05,8.0,2015,11
15949,Cumulative number of confirmed Ebola cases,Nigeria,2015-11-05,19.0,2015,11
15950,Cumulative number of probable Ebola cases,Nigeria,2015-11-05,1.0,2015,11
15951,Cumulative number of suspected Ebola cases,Nigeria,2015-11-05,0.0,2015,11
15952,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2015-11-05,20.0,2015,11
15953,Cumulative number of confirmed Ebola cases,Senegal,2015-11-05,1.0,2015,11
15954,Cumulative number of probable Ebola cases,Senegal,2015-11-05,0.0,2015,11
15955,Cumulative number of suspected Ebola cases,Senegal,2015-11-05,0.0,2015,11
15956,"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2015-11-05,1.0,2015,11
15957,Cumulative number of confirmed Ebola cases,Spain,2015-11-05,1.0,2015,11
15958,Cumulative number of probable Ebola cases,Spain,2015-11-05,0.0,2015,11
15959,Cumulative number of suspected Ebola cases,Spain,2015-11-05,0.0,2015,11
15960,"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2015-11-05,1.0,2015,11
15961,Cumulative number of confirmed Ebola cases,United States of America,2015-11-05,4.0,2015,11
15962,Cumulative number of probable Ebola cases,United States of America,2015-11-05,0.0,2015,11
15963,Cumulative number of suspected Ebola cases,United States of America,2015-11-05,0.0,2015,11
15964,"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-11-05,4.0,2015,11
15965,Cumulative number of confirmed Ebola deaths,Nigeria,2015-11-05,7.0,2015,11
15966,Cumulative number of probable Ebola deaths,Nigeria,2015-11-05,1.0,2015,11
15967,Cumulative number of suspected Ebola deaths,Nigeria,2015-11-05,0.0,2015,11
15968,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-11-05,8.0,2015,11
15969,Cumulative number of confirmed Ebola deaths,Senegal,2015-11-05,0.0,2015,11
15970,Cumulative number of probable Ebola deaths,Senegal,2015-11-05,0.0,2015,11
15971,Cumulative number of suspected Ebola deaths,Senegal,2015-11-05,0.0,2015,11
15972,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-11-05,0.0,2015,11
15973,Cumulative number of confirmed Ebola deaths,Spain,2015-11-05,0.0,2015,11
15974,Cumulative number of probable Ebola deaths,Spain,2015-11-05,0.0,2015,11
15975,Cumulative number of suspected Ebola deaths,Spain,2015-11-05,0.0,2015,11
15976,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-11-05,0.0,2015,11
15977,Cumulative number of confirmed Ebola deaths,United States of America,2015-11-05,1.0,2015,11
15978,Cumulative number of probable Ebola deaths,United States of America,2015-11-05,0.0,2015,11
15979,Cumulative number of suspected Ebola deaths,United States of America,2015-11-05,0.0,2015,11
15980,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-11-05,1.0,2015,11
15981,Cumulative number of confirmed Ebola cases,Sierra Leone,2015-11-06,8704.0,2015,11
15982,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2015-11-06,10666.0,2015,11
15983,Cumulative number of confirmed Ebola cases,Liberia,2015-11-06,3151.0,2015,11
15984,Cumulative number of probable Ebola deaths,Guinea,2015-11-06,453.0,2015,11
15985,Cumulative number of probable Ebola cases,Sierra Leone,2015-11-06,287.0,2015,11
15986,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2015-11-06,14109.0,2015,11
15987,Cumulative number of suspected Ebola deaths,Sierra Leone,2015-11-06,158.0,2015,11
15988,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-11-06,3805.0,2015,11
15989,Cumulative number of confirmed Ebola cases,Guinea,2015-11-06,3351.0,2015,11
15990,Cumulative number of confirmed Ebola deaths,Guinea,2015-11-06,2083.0,2015,11
15991,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-11-06,3955.0,2015,11
15992,Cumulative number of suspected Ebola cases,Guinea,2015-11-06,1.0,2015,11
15993,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-11-06,4806.0,2015,11
15994,Cumulative number of probable Ebola cases,Liberia,2015-11-06,1879.0,2015,11
15995,Cumulative number of probable Ebola deaths,Sierra Leone,2015-11-06,208.0,2015,11
15996,Cumulative number of probable Ebola cases,Guinea,2015-11-06,453.0,2015,11
15997,Cumulative number of suspected Ebola cases,Liberia,2015-11-06,5636.0,2015,11
15998,Cumulative number of confirmed Ebola deaths,Sierra Leone,2015-11-06,3589.0,2015,11
15999,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-11-06,2536.0,2015,11
16000,Cumulative number of suspected Ebola cases,Sierra Leone,2015-11-06,5118.0,2015,11
16001,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia 2,2015-11-06,6.0,2015,11
16002,Cumulative number of confirmed Ebola cases,Liberia 2,2015-11-06,6.0,2015,11
16003,Cumulative number of confirmed Ebola deaths,Liberia 2,2015-11-06,2.0,2015,11
16004,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia 2,2015-11-06,2.0,2015,11
16005,Cumulative number of confirmed Ebola cases,Italy,2015-11-06,1.0,2015,11
16006,Cumulative number of probable Ebola cases,Italy,2015-11-06,0.0,2015,11
16007,Cumulative number of suspected Ebola cases,Italy,2015-11-06,0.0,2015,11
16008,"Cumulative number of confirmed, probable and suspected Ebola deaths",Italy,2015-11-06,0.0,2015,11
16009,"Cumulative number of confirmed, probable and suspected Ebola cases",Italy,2015-11-06,1.0,2015,11
16010,Cumulative number of confirmed Ebola cases,United Kingdom,2015-11-06,1.0,2015,11
16011,Cumulative number of probable Ebola cases,United Kingdom,2015-11-06,0.0,2015,11
16012,Cumulative number of suspected Ebola cases,United Kingdom,2015-11-06,0.0,2015,11
16013,"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-11-06,0.0,2015,11
16014,"Cumulative number of confirmed, probable and suspected Ebola cases",United Kingdom,2015-11-06,1.0,2015,11
16015,Cumulative number of confirmed Ebola cases,Mali,2015-11-06,7.0,2015,11
16016,Cumulative number of probable Ebola cases,Mali,2015-11-06,1.0,2015,11
16017,Cumulative number of suspected Ebola cases,Mali,2015-11-06,0.0,2015,11
16018,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-11-06,6.0,2015,11
16019,"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-11-06,8.0,2015,11
16020,Cumulative number of confirmed Ebola cases,Nigeria,2015-11-06,19.0,2015,11
16021,Cumulative number of probable Ebola cases,Nigeria,2015-11-06,1.0,2015,11
16022,Cumulative number of suspected Ebola cases,Nigeria,2015-11-06,0.0,2015,11
16023,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2015-11-06,20.0,2015,11
16024,Cumulative number of confirmed Ebola cases,Senegal,2015-11-06,1.0,2015,11
16025,Cumulative number of probable Ebola cases,Senegal,2015-11-06,0.0,2015,11
16026,Cumulative number of suspected Ebola cases,Senegal,2015-11-06,0.0,2015,11
16027,"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2015-11-06,1.0,2015,11
16028,Cumulative number of confirmed Ebola cases,Spain,2015-11-06,1.0,2015,11
16029,Cumulative number of probable Ebola cases,Spain,2015-11-06,0.0,2015,11
16030,Cumulative number of suspected Ebola cases,Spain,2015-11-06,0.0,2015,11
16031,"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2015-11-06,1.0,2015,11
16032,Cumulative number of confirmed Ebola cases,United States of America,2015-11-06,4.0,2015,11
16033,Cumulative number of probable Ebola cases,United States of America,2015-11-06,0.0,2015,11
16034,Cumulative number of suspected Ebola cases,United States of America,2015-11-06,0.0,2015,11
16035,"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-11-06,4.0,2015,11
16036,Cumulative number of confirmed Ebola deaths,Nigeria,2015-11-06,7.0,2015,11
16037,Cumulative number of probable Ebola deaths,Nigeria,2015-11-06,1.0,2015,11
16038,Cumulative number of suspected Ebola deaths,Nigeria,2015-11-06,0.0,2015,11
16039,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-11-06,8.0,2015,11
16040,Cumulative number of confirmed Ebola deaths,Senegal,2015-11-06,0.0,2015,11
16041,Cumulative number of probable Ebola deaths,Senegal,2015-11-06,0.0,2015,11
16042,Cumulative number of suspected Ebola deaths,Senegal,2015-11-06,0.0,2015,11
16043,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-11-06,0.0,2015,11
16044,Cumulative number of confirmed Ebola deaths,Spain,2015-11-06,0.0,2015,11
16045,Cumulative number of probable Ebola deaths,Spain,2015-11-06,0.0,2015,11
16046,Cumulative number of suspected Ebola deaths,Spain,2015-11-06,0.0,2015,11
16047,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-11-06,0.0,2015,11
16048,Cumulative number of confirmed Ebola deaths,United States of America,2015-11-06,1.0,2015,11
16049,Cumulative number of probable Ebola deaths,United States of America,2015-11-06,0.0,2015,11
16050,Cumulative number of suspected Ebola deaths,United States of America,2015-11-06,0.0,2015,11
16051,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-11-06,1.0,2015,11
16052,Cumulative number of suspected Ebola deaths,Sierra Leone,2015-11-10,158.0,2015,11
16053,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2015-11-10,10666.0,2015,11
16054,Cumulative number of probable Ebola deaths,Guinea,2015-11-10,453.0,2015,11
16055,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2015-11-10,14122.0,2015,11
16056,Cumulative number of suspected Ebola cases,Liberia,2015-11-10,5636.0,2015,11
16057,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-11-10,3955.0,2015,11
16058,Cumulative number of probable Ebola cases,Sierra Leone,2015-11-10,287.0,2015,11
16059,Cumulative number of confirmed Ebola deaths,Sierra Leone,2015-11-10,3589.0,2015,11
16060,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-11-10,4806.0,2015,11
16061,Cumulative number of confirmed Ebola cases,Liberia,2015-11-10,3151.0,2015,11
16062,Cumulative number of suspected Ebola cases,Sierra Leone,2015-11-10,5131.0,2015,11
16063,Cumulative number of probable Ebola cases,Liberia,2015-11-10,1879.0,2015,11
16064,Cumulative number of confirmed Ebola cases,Sierra Leone,2015-11-10,8704.0,2015,11
16065,Cumulative number of confirmed Ebola deaths,Guinea,2015-11-10,2083.0,2015,11
16066,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-11-10,3805.0,2015,11
16067,Cumulative number of probable Ebola deaths,Sierra Leone,2015-11-10,208.0,2015,11
16068,Cumulative number of probable Ebola cases,Guinea,2015-11-10,453.0,2015,11
16069,Cumulative number of suspected Ebola cases,Guinea,2015-11-10,1.0,2015,11
16070,Cumulative number of confirmed Ebola cases,Guinea,2015-11-10,3351.0,2015,11
16071,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-11-10,2536.0,2015,11
16072,Cumulative number of confirmed Ebola cases,Liberia 2,2015-11-10,6.0,2015,11
16073,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia 2,2015-11-10,6.0,2015,11
16074,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia 2,2015-11-10,2.0,2015,11
16075,Cumulative number of confirmed Ebola deaths,Liberia 2,2015-11-10,2.0,2015,11
16076,Cumulative number of confirmed Ebola cases,Italy,2015-11-10,1.0,2015,11
16077,Cumulative number of probable Ebola cases,Italy,2015-11-10,0.0,2015,11
16078,Cumulative number of suspected Ebola cases,Italy,2015-11-10,0.0,2015,11
16079,"Cumulative number of confirmed, probable and suspected Ebola deaths",Italy,2015-11-10,0.0,2015,11
16080,"Cumulative number of confirmed, probable and suspected Ebola cases",Italy,2015-11-10,1.0,2015,11
16081,Cumulative number of confirmed Ebola cases,United Kingdom,2015-11-10,1.0,2015,11
16082,Cumulative number of probable Ebola cases,United Kingdom,2015-11-10,0.0,2015,11
16083,Cumulative number of suspected Ebola cases,United Kingdom,2015-11-10,0.0,2015,11
16084,"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-11-10,0.0,2015,11
16085,"Cumulative number of confirmed, probable and suspected Ebola cases",United Kingdom,2015-11-10,1.0,2015,11
16086,Cumulative number of confirmed Ebola cases,Mali,2015-11-10,7.0,2015,11
16087,Cumulative number of probable Ebola cases,Mali,2015-11-10,1.0,2015,11
16088,Cumulative number of suspected Ebola cases,Mali,2015-11-10,0.0,2015,11
16089,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-11-10,6.0,2015,11
