Country ISO-3 Code,Year period,Median year,Region,Other group/Zone,Age,Sex,Urban/Rural,Sample size,Severe wasting,Wasting,Overweight,Stunting,Underweight,Notes
NGA,2016-2017,2016,Zamfara,,0.  - 4.99,Both sexes,Both,1290.2904,2.83558,10.41563,1.29848,58.52334,36.56849,
NGA,2016-2017,2016,Akwa Ibom,,0.  - 4.99,Both sexes,Both,592.43665,3.94089,11.52183,0.7432,29.38912,22.74679,
NGA,2016-2017,2016,Bauchi,,0.  - 4.99,Both sexes,Both,1502.3448,1.0447,7.601,1.02909,64.94011,48.51569,
NGA,2016-2017,2016,Ekiti,,0.  - 4.99,Both sexes,Both,122.31431,2.16496,6.84022,0.47815,21.92073,11.61798,
NGA,2016-2017,2016,Adamawa,,0.  - 4.99,Both sexes,Both,614.10266,3.39528,9.54922,1.75551,37.93148,23.66119,
NGA,2016-2017,2016,Borno,,0.  - 4.99,Both sexes,Both,1817.1355,4.37165,16.99007,0.45086,44.9661,36.36004,
NGA,2016-2017,2016,Edo,,0.  - 4.99,Both sexes,Both,279.61414,2.11409,6.62779,1.39724,13.70648,10.16189,
NGA,2016-2017,2016,Fct Abuja,,0.  - 4.99,Both sexes,Both,205.11417,1.27027,5.06984,1.2506,22.76952,12.57503,
NGA,2016-2017,2016,Gombe,,0.  - 4.99,Both sexes,Both,527.5368,3.9147,13.3977,1.48471,54.28904,41.13726,
NGA,2016-2017,2016,Kaduna,,0.  - 4.99,Both sexes,Both,1584.5532,4.14326,11.67871,2.44238,47.02945,33.98734,
NGA,2016-2017,2016,Katsina,,0.  - 4.99,Both sexes,Both,2050.5439,4.12164,14.90231,1.44592,60.92955,46.3922,
NGA,2016-2017,2016,Lagos,,0.  - 4.99,Both sexes,Both,1038.5789,2.71957,11.36531,0.73345,11.39777,14.46252,
NGA,2016-2017,2016,Ogun,,0.  - 4.99,Both sexes,Both,289.62775,1.35044,9.02536,0.0,26.09069,22.39676,
NGA,2016-2017,2016,Taraba,,0.  - 4.99,Both sexes,Both,403.14951,3.43758,8.35387,5.46019,41.3787,24.23511,
NGA,2016-2017,2016,Abia,,0.  - 4.99,Both sexes,Both,218.07961,2.99133,10.98988,1.07659,20.48508,20.15148,
NGA,2016-2017,2016,Anambra,,0.  - 4.99,Both sexes,Both,377.28287,1.81588,7.96621,3.65546,14.32223,12.3254,
NGA,2016-2017,2016,Benue,,0.  - 4.99,Both sexes,Both,677.72919,1.64183,6.68086,3.16063,28.76332,15.12757,
NGA,2016-2017,2016,Delta,,0.  - 4.99,Both sexes,Both,405.73819,0.91755,4.83453,0.57584,16.25079,11.16767,
NGA,2016-2017,2016,Imo,,0.  - 4.99,Both sexes,Both,397.97098,1.47614,8.12214,1.11216,17.19225,14.2616,
NGA,2016-2017,2016,Niger,,0.  - 4.99,Both sexes,Both,1246.084,1.65129,8.77534,0.77708,37.38489,24.26252,
NGA,2016-2017,2016,Ondo,,0.  - 4.99,Both sexes,Both,403.13599,1.80283,5.91633,0.8062,22.35819,15.9847,
NPL,2016-2017,2016,,,0.  - 4.99,Both sexes,Both,2476.6497,1.91421,9.63605,1.17459,36.02018,27.24504,
NPL,2016-2017,2016,,,0.  - 0.49,Both sexes,Both,226.3611,5.29014,15.43272,5.09262,12.80433,12.91693,
NPL,2016-2017,2016,,,0.50 - 0.99,Both sexes,Both,243.34109,2.54903,16.77847,2.24969,19.16117,22.85724,
NPL,2016-2017,2016,,,1.  - 1.99,Both sexes,Both,524.091,2.30359,12.16041,0.91918,37.07159,28.27291,
NPL,2016-2017,2016,,,2.  - 2.99,Both sexes,Both,484.55435,0.65689,6.31134,0.19243,45.08568,32.1634,
NPL,2016-2017,2016,,,3.  - 3.99,Both sexes,Both,513.50208,1.50517,6.0403,0.52599,40.19757,26.57384,
NPL,2016-2017,2016,,,4.  - 4.99,Both sexes,Both,484.80002,0.57478,6.12901,0.82664,40.78471,30.82137,
NPL,2016-2017,2016,,,0.  - 4.99,Male,Both,1291.2507,2.10689,9.40247,1.32584,36.23244,27.16903,
NPL,2016-2017,2016,,,0.  - 0.49,Male,Both,116.69267,4.34638,15.3534,4.8711,13.89941,15.20522,
NPL,2016-2017,2016,,,0.50 - 0.99,Male,Both,117.9474,4.23231,16.24981,3.28345,20.59489,22.21929,
NPL,2016-2017,2016,,,1.  - 1.99,Male,Both,297.80017,2.8351,11.90045,1.06893,37.90421,28.47833,
NPL,2016-2017,2016,,,2.  - 2.99,Male,Both,240.62022,0.91385,7.23033,0.38932,44.66201,28.59915,
NPL,2016-2017,2016,,,3.  - 3.99,Male,Both,253.27087,1.22979,5.66031,0.61654,37.52203,25.43617,
NPL,2016-2017,2016,,,4.  - 4.99,Male,Both,264.91943,0.61698,5.25234,0.79999,42.32353,33.52851,
NPL,2016-2017,2016,,,0.  - 4.99,Female,Both,1185.3989,1.70574,9.88877,1.01094,35.78999,27.32784,
NPL,2016-2017,2016,,,0.  - 0.49,Female,Both,109.66843,6.264,15.51457,5.3212,11.64743,10.48207,
NPL,2016-2017,2016,,,0.50 - 0.99,Female,Both,125.39369,0.95822,17.27808,1.27273,17.81259,23.45731,
NPL,2016-2017,2016,,,1.  - 1.99,Female,Both,226.29082,1.60704,12.50108,0.72293,35.98259,28.00257,
NPL,2016-2017,2016,,,2.  - 2.99,Female,Both,243.93413,0.40575,5.41319,0.0,45.50108,35.67922,
NPL,2016-2017,2016,,,3.  - 3.99,Female,Both,260.2312,1.77113,6.40729,0.43854,42.78167,27.68109,
NPL,2016-2017,2016,,,4.  - 4.99,Female,Both,219.88058,0.52394,7.18524,0.85874,38.93068,27.55971,
NPL,2016-2017,2016,,,0.  - 4.99,Both sexes,Urban,1310.7157,1.70835,9.03794,1.41823,32.41071,24.07828,
NPL,2016-2017,2016,,,0.  - 4.99,Both sexes,Rural,1165.9338,2.14316,10.30125,0.90362,40.06425,30.80503,
NPL,2016-2017,2016,Far-Western,,0.  - 4.99,Both sexes,Both,214.62891,1.51854,9.11104,1.09998,35.51754,28.15368,
NPL,2016-2017,2016,Mid-Western,,0.  - 4.99,Both sexes,Both,343.17957,2.47661,8.68685,1.29844,42.85439,28.85543,
NPL,2016-2017,2016,Central,,0.  - 4.99,Both sexes,Both,899.83167,2.52316,9.97005,0.76147,35.57075,29.4485,
NPL,2016-2017,2016,Eastern,,0.  - 4.99,Both sexes,Both,548.35724,1.43939,12.89188,0.46524,31.13788,26.02293,
NPL,2016-2017,2016,Western,,0.  - 4.99,Both sexes,Both,470.65228,1.09106,6.05386,2.7488,37.80729,22.86756,
PER,2016,2016,,,0.  - 4.99,Both sexes,Both,10585.695,0.14141,0.60579,7.65862,13.07596,3.19282,
PER,2016,2016,,,0.  - 0.49,Both sexes,Both,825.30493,1.06742,1.94797,11.08706,7.43011,3.94697,
PER,2016,2016,,,0.50 - 0.99,Both sexes,Both,1073.1831,0.27108,0.84305,9.22137,9.81047,3.21977,
PER,2016,2016,,,1.  - 1.99,Both sexes,Both,2138.7283,0.10849,0.64934,5.36971,16.57939,4.05512,
PER,2016,2016,,,2.  - 2.99,Both sexes,Both,2251.4592,0.02103,0.39003,6.55036,14.01818,3.25965,
PER,2016,2016,,,3.  - 3.99,Both sexes,Both,2251.8696,0.01673,0.46475,7.84726,13.62068,2.80603,
PER,2016,2016,,,4.  - 4.99,Both sexes,Both,2045.1497,0.00488,0.28831,8.86365,11.77167,2.32488,
PER,2016,2016,,,0.  - 4.99,Male,Both,5493.8228,0.13543,0.74316,8.77359,13.85276,3.34219,
PER,2016,2016,,,0.  - 0.49,Male,Both,421.73141,0.8966,1.91681,10.38111,8.89063,4.47579,
PER,2016,2016,,,0.50 - 0.99,Male,Both,555.74274,0.31239,1.06629,10.77122,13.06436,4.39052,
PER,2016,2016,,,1.  - 1.99,Male,Both,1120.8008,0.13812,0.95841,5.20467,19.34131,4.54225,
PER,2016,2016,,,2.  - 2.99,Male,Both,1182.538,0.0,0.63396,8.43387,13.79359,3.19767,
PER,2016,2016,,,3.  - 3.99,Male,Both,1164.9393,0.03234,0.57035,9.18024,13.59492,2.62176,
PER,2016,2016,,,4.  - 4.99,Male,Both,1048.0703,0.0,0.18487,10.81188,10.76793,2.01067,
PER,2016,2016,,,0.  - 4.99,Female,Both,5091.8726,0.14785,0.45784,6.45777,12.23934,3.03165,
PER,2016,2016,,,0.  - 0.49,Female,Both,403.57355,1.24663,1.98066,11.82765,5.9031,3.39435,
PER,2016,2016,,,0.50 - 0.99,Female,Both,517.44043,0.2269,0.60435,7.56412,6.32786,1.96237,
PER,2016,2016,,,1.  - 1.99,Female,Both,1017.9276,0.07599,0.31033,5.55073,13.54675,3.51877,
PER,2016,2016,,,2.  - 2.99,Female,Both,1068.9213,0.04427,0.12048,4.46902,14.26606,3.32822,
PER,2016,2016,,,3.  - 3.99,Female,Both,1086.9302,0.0,0.35161,6.41902,13.64829,3.00353,
PER,2016,2016,,,4.  - 4.99,Female,Both,997.07935,0.00998,0.39672,6.82175,12.82456,2.65515,
PER,2016,2016,,,0.  - 4.99,Both sexes,Urban,7633.2822,0.12952,0.4786,9.38001,7.89439,2.02224,
PER,2016,2016,,,0.  - 4.99,Both sexes,Rural,2952.4126,0.17208,0.93389,3.2182,26.46536,6.21926,
PER,2016,2016,Huanuco,,0.  - 4.99,Both sexes,Both,265.65402,0.0,0.32591,3.45791,19.14363,4.08503,
PER,2016,2016,Ica,,0.  - 4.99,Both sexes,Both,353.27783,0.11671,0.21231,10.70142,6.9478,1.06458,
PER,2016,2016,Madre De Dios,,0.  - 4.99,Both sexes,Both,64.57832,0.0,0.28188,4.50023,8.04922,1.6355,
PER,2016,2016,Moquegua,,0.  - 4.99,Both sexes,Both,53.1267,0.0,0.4417,13.30278,4.56747,0.68228,
PER,2016,2016,San Martin,,0.  - 4.99,Both sexes,Both,348.8862,0.0,0.77052,3.32176,12.16274,4.19243,
PER,2016,2016,Ucayali,,0.  - 4.99,Both sexes,Both,261.99524,0.52478,1.54684,2.56945,24.57439,9.58287,
PER,2016,2016,Callao,,0.  - 4.99,Both sexes,Both,354.54568,0.0,0.2306,12.09065,5.69845,1.19049,
PER,2016,2016,Cusco,,0.  - 4.99,Both sexes,Both,394.45526,0.16217,1.62225,2.96118,13.86028,3.65012,
PER,2016,2016,Lambayeque,,0.  - 4.99,Both sexes,Both,427.71277,0.3843,0.64341,8.67778,11.73141,1.31553,
PER,2016,2016,Apurimac,,0.  - 4.99,Both sexes,Both,175.80936,0.2548,0.69818,5.49494,20.24818,5.48536,
PER,2016,2016,Arequipa,,0.  - 4.99,Both sexes,Both,378.55347,0.0,0.0,8.72156,6.47395,0.82113,
PER,2016,2016,Ayacucho,,0.  - 4.99,Both sexes,Both,201.98102,0.24667,1.19617,3.4182,19.02432,5.11388,
PER,2016,2016,Loreto,,0.  - 4.99,Both sexes,Both,604.31049,0.36464,1.51218,3.31139,24.05404,7.28402,
PER,2016,2016,Tumbes,,0.  - 4.99,Both sexes,Both,104.10888,0.1335,1.85794,7.50517,7.2815,2.87364,
PER,2016,2016,Amazonas,,0.  - 4.99,Both sexes,Both,175.90448,0.0,0.67484,4.35038,19.10495,3.76323,
PER,2016,2016,Ancash,,0.  - 4.99,Both sexes,Both,376.48093,0.0,0.12934,8.92067,17.54076,3.23016,
PER,2016,2016,Cajamarca,,0.  - 4.99,Both sexes,Both,568.96033,0.0,0.36856,3.29592,26.57575,6.39372,
PER,2016,2016,Huancavelica,,0.  - 4.99,Both sexes,Both,149.96872,0.2239,1.32258,2.85584,33.48809,6.78887,
PER,2016,2016,Junin,,0.  - 4.99,Both sexes,Both,420.80206,0.2337,1.91674,2.44478,20.51552,7.55078,
PER,2016,2016,La Libertad,,0.  - 4.99,Both sexes,Both,653.54407,0.11997,0.26714,9.29234,12.04617,1.78483,
PER,2016,2016,Lima,,0.  - 4.99,Both sexes,Both,2886.6282,0.12663,0.34445,12.16821,4.92877,1.27438,
PER,2016,2016,Pasco,,0.  - 4.99,Both sexes,Both,106.46098,0.09347,0.34575,1.74828,24.22139,6.19824,
PER,2016,2016,Piura,,0.  - 4.99,Both sexes,Both,795.41724,0.22054,0.55749,5.52756,15.41559,3.70022,
PER,2016,2016,Puno,,0.  - 4.99,Both sexes,Both,358.4281,0.0,0.05562,3.81034,16.26648,1.64755,
PER,2016,2016,Tacna,,0.  - 4.99,Both sexes,Both,104.1045,0.0,0.13565,19.93264,2.36815,0.36432,
PRY,2016,2016,,,0.  - 4.99,Both sexes,Both,4427.7339,0.35971,0.96208,12.43771,5.59748,1.28967,
PRY,2016,2016,,,0.  - 0.49,Both sexes,Both,444.2439,2.14073,4.572,10.43508,7.12714,5.32151,
PRY,2016,2016,,,0.50 - 0.99,Both sexes,Both,431.88068,0.0,0.22565,14.92585,4.70635,0.95962,
PRY,2016,2016,,,1.  - 1.99,Both sexes,Both,939.74933,0.24963,0.76829,13.87287,7.64729,0.92063,
PRY,2016,2016,,,2.  - 2.99,Both sexes,Both,875.56195,0.0,0.2159,12.44121,5.04532,0.80921,
PRY,2016,2016,,,3.  - 3.99,Both sexes,Both,848.85876,0.47191,1.07844,13.80999,5.25951,0.74504,
PRY,2016,2016,,,4.  - 4.99,Both sexes,Both,887.43909,0.0,0.3276,9.41676,3.96508,0.81777,
PRY,2016,2016,,,0.  - 4.99,Male,Both,2269.2732,0.5162,1.04842,12.96153,6.70053,1.38772,
PRY,2016,2016,,,0.  - 0.49,Male,Both,240.13904,3.50929,6.44604,6.89161,6.53907,5.76436,
PRY,2016,2016,,,0.50 - 0.99,Male,Both,246.55975,0.0,0.0,18.05333,5.65966,1.05159,
PRY,2016,2016,,,1.  - 1.99,Male,Both,479.53448,0.37724,0.91385,13.16845,9.815,1.1702,
PRY,2016,2016,,,2.  - 2.99,Male,Both,436.00119,0.0,0.11056,12.46758,6.77911,1.11824,
PRY,2016,2016,,,3.  - 3.99,Male,Both,438.90726,0.31846,0.75168,14.26841,5.75089,0.75628,
PRY,2016,2016,,,4.  - 4.99,Male,Both,428.13159,0.0,0.0,12.41401,4.82974,0.29182,
PRY,2016,2016,,,0.  - 4.99,Female,Both,2158.4604,0.19564,0.87155,11.88847,4.43932,1.18659,
PRY,2016,2016,,,0.  - 0.49,Female,Both,204.10486,0.52958,2.36578,14.60665,7.81773,4.80047,
PRY,2016,2016,,,0.50 - 0.99,Female,Both,185.32092,0.0,0.52262,10.80981,3.44478,0.83727,
PRY,2016,2016,,,1.  - 1.99,Female,Both,460.21487,0.11714,0.61716,14.60426,5.4059,0.66058,
PRY,2016,2016,,,2.  - 2.99,Female,Both,439.56079,0.0,0.31984,12.41519,3.33145,0.50268,
PRY,2016,2016,,,3.  - 3.99,Female,Both,409.95151,0.63719,1.43037,13.31626,4.72666,0.733,
PRY,2016,2016,,,4.  - 4.99,Female,Both,459.3075,0.0,0.63148,6.63659,3.16205,1.30803,
PRY,2016,2016,,,0.  - 4.99,Both sexes,Urban,2645.5793,0.3152,0.99694,13.53078,4.02501,1.08116,
PRY,2016,2016,,,0.  - 4.99,Both sexes,Rural,1782.1544,0.42575,0.91037,10.81629,7.93231,1.59921,
PRY,2016,2016,Resto,,0.  - 4.99,Both sexes,Both,1197.2339,0.31167,0.54142,10.63284,7.35444,1.13227,
PRY,2016,2016,Caaguazú,,0.  - 4.99,Both sexes,Both,308.27039,1.22965,1.46646,10.15322,5.34879,2.11882,
PRY,2016,2016,Central,,0.  - 4.99,Both sexes,Both,1286.8127,0.41056,1.5956,13.41226,3.24274,1.55235,
PRY,2016,2016,Asunción,,0.  - 4.99,Both sexes,Both,237.12469,0.23178,0.42864,16.52084,5.99053,0.25725,
PRY,2016,2016,Alto Paraguay,,0.  - 4.99,Both sexes,Both,21.84856,0.15348,4.91847,11.96119,3.44294,1.63485,
PRY,2016,2016,Itapúa,,0.  - 4.99,Both sexes,Both,327.65613,0.23676,1.28287,13.46961,7.16512,1.61112,
PRY,2016,2016,Alto Paraná,,0.  - 4.99,Both sexes,Both,658.53796,0.0,0.10242,15.05994,5.64921,1.082,
PRY,2016,2016,Boquerón,,0.  - 4.99,Both sexes,Both,99.4785,0.0,0.32186,11.45234,11.53667,0.50684,
PRY,2016,2016,San Pedro,,0.  - 4.99,Both sexes,Both,290.77078,0.59558,1.28032,7.95801,4.99477,1.08819,
SEN,2016,2016,,,0.  - 4.99,Both sexes,Both,5749.5938,1.23547,7.14427,0.94402,17.10321,13.7731,
SEN,2016,2016,,,0.  - 0.49,Both sexes,Both,577.18561,1.89312,5.33381,2.82611,10.5836,10.30807,
SEN,2016,2016,,,0.50 - 0.99,Both sexes,Both,579.17432,2.28491,7.04285,0.42725,11.48718,10.67701,
SEN,2016,2016,,,1.  - 1.99,Both sexes,Both,1134.7515,1.4127,8.88076,1.43827,19.73891,15.21479,
SEN,2016,2016,,,2.  - 2.99,Both sexes,Both,1184.281,1.30108,5.86528,0.53248,23.44216,14.96788,
SEN,2016,2016,,,3.  - 3.99,Both sexes,Both,1172.9556,0.60478,5.70338,0.98388,17.96835,13.49576,
SEN,2016,2016,,,4.  - 4.99,Both sexes,Both,1101.2457,0.67306,9.26283,0.17802,13.00935,14.74249,
SEN,2016,2016,,,0.  - 4.99,Male,Both,2948.8098,1.55028,7.83192,0.7489,19.42581,15.40791,
SEN,2016,2016,,,0.  - 0.49,Male,Both,305.31363,2.49636,5.6898,2.78949,15.88757,14.1433,
SEN,2016,2016,,,0.50 - 0.99,Male,Both,295.27896,1.98354,6.70674,0.30171,12.92422,10.5454,
SEN,2016,2016,,,1.  - 1.99,Male,Both,581.50195,2.14536,10.19624,1.10546,23.3777,17.34076,
SEN,2016,2016,,,2.  - 2.99,Male,Both,586.10895,1.70245,5.97171,0.76244,26.22222,17.69024,
SEN,2016,2016,,,3.  - 3.99,Male,Both,622.34662,0.95807,7.36467,0.32032,18.50865,14.06646,
SEN,2016,2016,,,4.  - 4.99,Male,Both,558.2597,0.62197,9.67437,0.0,14.56567,15.75737,
SEN,2016,2016,,,0.  - 4.99,Female,Both,2800.7837,0.90566,6.42384,1.14843,14.65747,12.05189,
SEN,2016,2016,,,0.  - 0.49,Female,Both,271.87198,1.22088,4.9371,2.86692,4.60837,6.00108,
SEN,2016,2016,,,0.50 - 0.99,Female,Both,283.89532,2.59861,7.3927,0.55793,9.98119,10.8139,
SEN,2016,2016,,,1.  - 1.99,Female,Both,553.24951,0.64108,7.49533,1.78878,15.91215,12.98026,
SEN,2016,2016,,,2.  - 2.99,Female,Both,598.172,0.90729,5.76085,0.30686,20.69849,12.30042,
SEN,2016,2016,,,3.  - 3.99,Female,Both,550.60895,0.20506,3.82379,1.73464,17.36392,12.85071,
SEN,2016,2016,,,4.  - 4.99,Female,Both,542.98608,0.7256,8.83949,0.36115,11.41244,13.69906,
SEN,2016,2016,,,0.  - 4.99,Both sexes,Urban,2121.1643,1.30168,5.04829,1.37982,11.81864,9.47143,
SEN,2016,2016,,,0.  - 4.99,Both sexes,Rural,3628.4292,1.19681,8.36817,0.68954,20.19209,16.28784,
SEN,2016,2016,Dakar,,0.  - 4.99,Both sexes,Both,1122.4655,1.1199,4.15245,1.92453,9.94606,7.14243,
SEN,2016,2016,Saint-Louis,,0.  - 4.99,Both sexes,Both,395.18683,2.13213,9.04118,0.82466,21.16256,19.12063,
SEN,2016,2016,Thiés,,0.  - 4.99,Both sexes,Both,693.86743,0.38386,5.31044,0.55522,12.1198,10.04868,
SEN,2016,2016,Ziguinchor,,0.  - 4.99,Both sexes,Both,139.68411,0.0,5.20946,0.95453,14.31402,5.98957,
SEN,2016,2016,Kaffrine,,0.  - 4.99,Both sexes,Both,302.93933,1.41238,8.2995,0.66298,19.42744,15.60241,
SEN,2016,2016,Kaolack,,0.  - 4.99,Both sexes,Both,503.70724,1.26868,7.85347,0.93651,20.04552,14.05793,
SEN,2016,2016,Louga,,0.  - 4.99,Both sexes,Both,427.66595,1.6649,9.04295,0.8591,15.70982,16.77397,
SEN,2016,2016,Matam,,0.  - 4.99,Both sexes,Both,218.50188,2.15807,9.62781,0.42943,20.06393,21.12389,
SEN,2016,2016,Diourbel,,0.  - 4.99,Both sexes,Both,750.68036,1.56872,8.94523,0.63035,16.90855,14.3169,
SEN,2016,2016,Fatick,,0.  - 4.99,Both sexes,Both,324.67682,0.59853,5.03682,0.4986,17.12692,14.47804,
SEN,2016,2016,Kedougou,,0.  - 4.99,Both sexes,Both,80.72476,0.61305,6.66244,0.69477,26.94685,20.56139,
SEN,2016,2016,Kolda,,0.  - 4.99,Both sexes,Both,283.71021,0.85488,6.49512,1.27717,31.55661,20.19648,
SEN,2016,2016,Sedhiou,,0.  - 4.99,Both sexes,Both,159.84258,1.49836,7.31432,0.65389,27.91657,19.0565,
SEN,2016,2016,Tambacounda,,0.  - 4.99,Both sexes,Both,345.94064,1.66788,11.77808,0.35695,21.67394,18.28769,
THA,2015-2016,2016,,,0.  - 4.99,Both sexes,Both,11189.0,1.4,5.4,8.2,10.5,6.7,(pending reanalysis)
TKM,2015-2016,2015,,,0.  - 4.99,Both sexes,Both,3718.439,1.1242,4.16487,5.88478,11.46035,3.1708,
TKM,2015-2016,2015,,,0.  - 0.49,Both sexes,Both,372.40842,5.29381,14.56201,6.4419,9.65317,9.18789,
TKM,2015-2016,2015,,,0.50 - 0.99,Both sexes,Both,385.23361,0.96596,5.57972,5.05929,6.0751,3.67363,
TKM,2015-2016,2015,,,1.  - 1.99,Both sexes,Both,770.62329,0.31674,2.42304,5.55681,9.38158,1.94493,
TKM,2015-2016,2015,,,2.  - 2.99,Both sexes,Both,723.25189,0.77374,3.53412,4.95655,13.231,3.16722,
TKM,2015-2016,2015,,,3.  - 3.99,Both sexes,Both,740.9798,0.79315,3.3659,7.71298,16.58948,2.72287,
TKM,2015-2016,2015,,,4.  - 4.99,Both sexes,Both,725.94202,0.63618,1.42108,5.44303,10.44599,1.57929,
TKM,2015-2016,2015,,,0.  - 4.99,Male,Both,1962.639,1.2701,4.37745,6.0177,11.47272,3.17308,
TKM,2015-2016,2015,,,0.  - 0.49,Male,Both,202.05203,6.06662,14.54142,6.89978,10.86945,9.78627,
TKM,2015-2016,2015,,,0.50 - 0.99,Male,Both,199.50386,1.21603,6.97952,3.67147,8.2697,4.78653,
TKM,2015-2016,2015,,,1.  - 1.99,Male,Both,402.49872,0.3225,1.53444,4.73179,9.39084,1.86582,
TKM,2015-2016,2015,,,2.  - 2.99,Male,Both,394.91223,0.3612,3.06028,4.42691,11.72676,2.47046,
TKM,2015-2016,2015,,,3.  - 3.99,Male,Both,365.07654,1.42111,5.44721,9.4055,16.76207,3.18121,
TKM,2015-2016,2015,,,4.  - 4.99,Male,Both,398.59567,0.6201,1.17582,6.52148,10.37459,1.022,
TKM,2015-2016,2015,,,0.  - 4.99,Female,Both,1755.7999,0.96163,3.928,5.73668,11.44655,3.16824,
TKM,2015-2016,2015,,,0.  - 0.49,Female,Both,170.35637,4.38858,14.58612,5.90557,8.21475,8.47817,
TKM,2015-2016,2015,,,0.50 - 0.99,Female,Both,185.72975,0.69734,4.0761,6.55002,3.71775,2.47819,
TKM,2015-2016,2015,,,1.  - 1.99,Female,Both,368.1246,0.31044,3.39196,6.45639,9.37149,2.03142,
TKM,2015-2016,2015,,,2.  - 2.99,Female,Both,328.33966,1.26905,4.10303,5.59245,15.03371,4.00526,
TKM,2015-2016,2015,,,3.  - 3.99,Female,Both,375.90329,0.18327,1.34453,6.0692,16.42186,2.27773,
TKM,2015-2016,2015,,,4.  - 4.99,Female,Both,327.34631,0.65567,1.71842,4.13558,10.53295,2.25788,
TKM,2015-2016,2015,,,0.  - 4.99,Both sexes,Urban,1292.03,1.24175,3.98028,6.12091,12.17924,4.07677,
TKM,2015-2016,2015,,,0.  - 4.99,Both sexes,Rural,2426.4089,1.06182,4.26282,5.75949,11.0786,2.68838,
TKM,2015-2016,2015,Dashoguz Velayat,,0.  - 4.99,Both sexes,Both,935.58984,1.41312,5.15807,4.79253,15.51098,3.1745,
TKM,2015-2016,2015,Ahal Velayat,,0.  - 4.99,Both sexes,Both,576.06134,1.37478,4.97234,14.36405,8.1993,1.62535,
TKM,2015-2016,2015,Balkan Velayat,,0.  - 4.99,Both sexes,Both,193.8842,0.60065,1.83565,2.20862,12.91578,3.65677,
TKM,2015-2016,2015,Lebap Velayat,,0.  - 4.99,Both sexes,Both,771.99152,0.67296,2.55901,5.09108,12.79969,3.69207,
TKM,2015-2016,2015,Ashgabat City,,0.  - 4.99,Both sexes,Both,363.81314,0.66801,2.41835,5.03339,7.01807,2.37548,
TKM,2015-2016,2015,Mary Velayat,,0.  - 4.99,Both sexes,Both,877.09888,1.35402,5.22846,3.35736,9.61238,3.94553,
TZA,2015-2016,2015,,,0.  - 4.99,Both sexes,Both,9885.6152,1.20636,4.50473,3.69175,34.4556,13.65739,
TZA,2015-2016,2015,,,0.  - 0.49,Both sexes,Both,998.47144,4.09821,9.45915,11.13773,13.1942,6.43217,
TZA,2015-2016,2015,,,0.50 - 0.99,Both sexes,Both,981.22754,1.58446,6.9673,5.15787,19.10856,11.48418,
TZA,2015-2016,2015,,,1.  - 1.99,Both sexes,Both,2147.7095,1.03699,5.24949,3.14455,37.894,15.12635,
TZA,2015-2016,2015,,,2.  - 2.99,Both sexes,Both,1917.0721,0.8449,3.0471,2.82439,44.41513,14.63944,
TZA,2015-2016,2015,,,3.  - 3.99,Both sexes,Both,1917.8264,0.96261,2.76557,3.1299,40.16569,14.44146,
TZA,2015-2016,2015,,,4.  - 4.99,Both sexes,Both,1923.308,0.36073,3.14625,1.26222,33.70848,15.11599,
TZA,2015-2016,2015,,,0.  - 4.99,Male,Both,4988.5405,1.23791,5.16145,3.7869,36.65916,14.07406,
TZA,2015-2016,2015,,,0.  - 0.49,Male,Both,519.77136,2.99598,9.60504,12.37128,14.12329,6.47644,
TZA,2015-2016,2015,,,0.50 - 0.99,Male,Both,488.4332,1.83792,7.90798,4.75005,21.44073,13.83614,
TZA,2015-2016,2015,,,1.  - 1.99,Male,Both,1092.8379,1.23217,7.03881,2.54347,41.6095,17.84449,
TZA,2015-2016,2015,,,2.  - 2.99,Male,Both,993.94537,0.85734,3.09296,2.77683,48.11388,13.85034,
TZA,2015-2016,2015,,,3.  - 3.99,Male,Both,934.22919,1.318,3.80454,3.56495,42.33195,13.93924,
TZA,2015-2016,2015,,,4.  - 4.99,Male,Both,959.32349,0.33356,2.77985,1.45916,33.34502,14.37959,
TZA,2015-2016,2015,,,0.  - 4.99,Female,Both,4897.0747,1.17414,3.83425,3.59461,32.20839,13.23294,
TZA,2015-2016,2015,,,0.  - 0.49,Female,Both,478.70004,5.31634,9.29792,9.77447,12.19232,6.3841,
TZA,2015-2016,2015,,,0.50 - 0.99,Female,Both,492.79434,1.3317,6.02922,5.56455,16.79323,9.15304,
TZA,2015-2016,2015,,,1.  - 1.99,Female,Both,1054.8717,0.83591,3.40613,3.76377,34.03765,12.31039,
TZA,2015-2016,2015,,,2.  - 2.99,Female,Both,923.12677,0.83148,2.99762,2.87572,40.41337,15.48907,
TZA,2015-2016,2015,,,3.  - 3.99,Female,Both,983.59723,0.62435,1.77669,2.71583,38.10005,14.91847,
TZA,2015-2016,2015,,,4.  - 4.99,Female,Both,963.9845,0.38786,3.51234,1.06545,34.06945,15.84884,
TZA,2015-2016,2015,,,0.  - 4.99,Both sexes,Urban,2506.6375,0.77666,3.78329,4.06834,24.76447,9.11854,
TZA,2015-2016,2015,,,0.  - 4.99,Both sexes,Rural,7378.9775,1.35166,4.74868,3.56441,37.7515,15.19924,
TZA,2015-2016,2015,Kaskazini Unguja,,0.  - 4.99,Both sexes,Both,42.31978,0.7553,6.30689,1.09825,23.41928,14.34924,
